ID_Transaccion,Fecha,ID_Cliente,Pais,Ciudad,Categoria,Subcategoria,Producto,Cantidad,Precio_Unitario,Costo_Unitario,Venta_Total,Costo_Total,Metodo_Pago
TRX-114396,2023-03-09,26,Chile,Valparaíso,HOGAR,Iluminación,Prod_Iluminación_4,7.0,45.22,31.39,316.54,219.73,Crédito
TRX-109304,2023-03-09,1646,Perú,Trujillo,Hogar,Cocina,Prod_Cocina_5,8.0,40.4,26.25,323.2,210.0,Efectivo
TRX-107636,2023-03-09,1770,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_4,2.0,79.89,44.89,159.78,89.78,Transferencia
TRX-100562,2023-03-10,966,Chile,Santiago,Electrónica,Laptops,Prod_Laptops_4,7.0,202.05,106.77,1414.35,747.39,Crédito
TRX-100574,2023-03-10,1180,Chile,Concepción,Hogar,Cocina,Prod_Cocina_3,3.0,22.1,13.04,66.3,39.12,Débito
TRX-105289,2023-03-10,1149,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_15,3.0,235.19,177.57,705.57,532.71,Crédito
TRX-108818,2023-03-10,289,Argentina,Buenos Aires,Electrónica,Accesorios,Prod_Accesorios_2,2.0,67.43,34.37,134.86,68.74,Débito
TRX-104275,2023-03-10,58,Chile,Valparaíso,Electrónica,Accesorios,Prod_Accesorios_13,6.0,,,1153.92,659.82,Débito
TRX-108824,2023-03-10,802,Perú,Trujillo,Ropa,Caballero,Prod_Caballero_9,6.0,43.13,31.35,258.78,188.1,Transferencia
TRX-100715,2023-03-10,1102,Chile,Valparaíso,Hogar,Iluminación,Prod_Iluminación_14,4.0,21.02,10.75,84.08,43.0,Débito
TRX-108295,2023-03-10,672,Argentina,Buenos Aires,Electrónica,Accesorios,Prod_Accesorios_10,1.0,83.97,,83.97,45.0,Crédito
TRX-103550,2023-03-10,323,Perú,Lima,Hogar,Decoración,Prod_Decoración_13,8.0,21.26,12.94,170.08,103.52,Débito
TRX-109205,2023-03-10,861,Argentina,Córdoba,Electrónica,Tablets,Prod_Tablets_2,6.0,,45.26,400.26,271.56,Efectivo
TRX-110854,2023-03-10,494,Perú,Lima,Hogar,Muebles,Prod_Muebles_1,4.0,20.18,14.5,80.72,58.0,CREDITO
TRX-114692,2023-03-10,464,Arg,Buenos Aires,Hogar,Decoración,Prod_Decoración_3,2.0,32.47,17.73,64.94,35.46,Débito
TRX-109842,2023-03-10,701,Chile,Concepción,HOGAR,Decoración,Prod_Decoración_6,3.0,48.45,37.77,145.35,113.31,Débito
TRX-108005,2023-03-10,1521,Chile,,Hogar,Cocina,Prod_Cocina_1,6.0,59.87,39.33,359.22,235.98,Efectivo
TRX-102561,2023-03-10,17,Chile,Santiago,Ropa,Infantil,Prod_Infantil_12,2.0,39.55,26.94,79.1,53.88,Transferencia
TRX-114624,2023-03-10,550,Chile,Santiago,Ropa,Infantil,Prod_Infantil_3,8.0,31.9,16.62,255.2,132.96,Débito
TRX-110256,2023-03-10,1784,Argentina,Córdoba,Electrónica,Tablets,Prod_Tablets_1,2.0,179.77,137.33,359.54,274.66,Crédito
TRX-105086,2023-03-10,1130,Chile,Santiago,ELECTRONICA,Laptops,Prod_Laptops_5,6.0,166.9,123.09,1001.4,738.54,Crédito
TRX-110212,2023-03-10,545,Perú,Trujillo,Ropa,Dama,Prod_Dama_10,3.0,46.39,35.1,139.17,105.3,Crédito
TRX-112871,2023-03-10,52,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_5,9.0,49.64,25.1,446.76,225.9,Transferencia
TRX-106904,2023-03-10,907,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_17,5.0,47.75,36.21,238.75,181.05,Crédito
TRX-114521,2023-03-10,1995,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_2,5.0,168.31,,841.55,523.8,Efectivo
TRX-110529,2023-03-10,1443,Perú,Trujillo,Hogar,Decoración,Prod_Decoración_10,2.0,59.48,41.61,118.96,83.22,Crédito
TRX-101709,2023-03-10,432,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_7,7.0,30.0,20.76,210.0,145.32,Débito
TRX-110153,2023-03-10,673,Chile,Santiago,Hogar,Muebles,Prod_Muebles_4,2.0,50.92,26.65,101.84,53.3,Transferencia
TRX-101257,2023-03-10,547,Perú ,Trujillo,Hogar,Iluminación,Prod_Iluminación_17,9.0,27.97,14.95,251.73,134.55,Crédito
TRX-103127,2023-03-10,1012,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_7,3.0,19.44,14.11,58.32,42.33,Efectivo
TRX-110533,2023-03-10,1538,Perú,,Hogar,Cocina,Prod_Cocina_19,7.0,,23.4,260.33,163.8,Transferencia
TRX-102749,2023-03-10,1500,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_19,4.0,98.07,73.48,392.28,293.92,Crédito
TRX-105473,2023-03-10,1327,Chile,Valparaíso,Electrónica,Laptops,Prod_Laptops_6,3.0,96.23,51.05,288.69,153.15,Crédito
TRX-109333,2023-03-10,315,Argentina,Rosario,Ropa,Calzado,Prod_Calzado_18,9.0,31.18,18.2,280.62,163.8,Transferencia
TRX-113204,2023-03-10,1155,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_7,7.0,36.23,27.28,253.61,190.96,Débito
TRX-101009,2023-03-10,1881,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_16,6.0,43.22,31.52,259.32,189.12,Débito
TRX-101380,2023-03-10,1293,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_12,3.0,32.38,16.28,97.14,48.84,Crédito
TRX-105578,2023-03-10,985,Perú,Lima,Electrónica,Laptops,Prod_Laptops_1,4.0,100.18,66.22,400.72,264.88,Transferencia
TRX-108522,2023-03-10,1885,CHILE,Concepción,Electrónica,Tablets,Prod_Tablets_8,5.0,184.68,98.22,923.4,491.1,Transferencia
TRX-110602,2023-03-10,1580,Perú,Trujillo,Electrónica,Celulares,Prod_Celulares_15,8.0,265.14,144.55,2121.12,1156.4,Débito 
TRX-109661,2023-03-10,1930,Argentina,Córdoba,Ropa,Dama,Prod_Dama_10,6.0,52.0,31.98,312.0,191.88,Crédito
TRX-103458,2023-03-10,745,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_19,4.0,42.05,25.22,168.2,100.88,Transf.
TRX-113503,2023-03-10,743,Argentina,Rosario,Hogar,Muebles,Prod_Muebles_18,9.0,27.82,15.25,250.38,137.25,Débito
TRX-113502,2023-03-10,441,Perú,Arequipa,Hogar,Decoración,Prod_Decoración_7,9.0,33.84,18.98,304.56,170.82,Débito
TRX-103529,2023-03-11,246,Argentina,Buenos Aires,Hogar,Cocina,Prod_Cocina_10,6.0,49.31,27.16,295.86,162.96,
TRX-108377,2023-03-11,1262,Perú,Arequipa,Electrónica,Accesorios,Prod_Accesorios_13,9.0,205.41,106.1,1848.69,954.9,Efectivo
TRX-114372,2023-03-11,614,Chile,Valparaíso,Ropa,Caballero,Prod_Caballero_3,2.0,70.32,40.09,140.64,80.18,Transferencia
TRX-108072,2023-03-11,954,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_11,8.0,24.0,14.29,192.0,114.32,Débito
TRX-103468,2023-03-11,57,ARGENTINA,Buenos Aires,Hogar,Cocina,Prod_Cocina_16,7.0,42.67,29.68,298.69,207.76,Crédito
TRX-103512,2023-03-11,1184,Argentina,Córdoba,Ropa,Infantil,Prod_Infantil_19,5.0,62.05,42.56,310.25,212.8,Efectivo
TRX-111335,2023-03-11,1700,Chile,Concepción,Ropa,Infantil,Prod_Infantil_19,4.0,51.34,29.28,205.36,117.12,Crédito
TRX-107054,2023-03-11,1670,Argentina,Rosario,Hogar,Decoración,Prod_Decoración_10,5.0,25.89,18.22,129.45,91.1,Crédito
TRX-102804,2023-03-11,221,Argentina,Buenos Aires,Ropa,Dama,Prod_Dama_2,1.0,37.66,18.92,37.66,18.92,Débito
TRX-105942,2023-03-11,896,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_2,4.0,19.08,12.59,76.32,50.36,
TRX-111914,2023-03-11,444,Chile,Valparaíso,Hogar,Iluminación,Prod_Iluminación_4,5.0,29.28,21.72,146.4,108.6,Débito
TRX-105194,2023-03-11,774,Chile,Valparaíso,Electrónica,Tablets,Prod_Tablets_10,9.0,103.88,60.44,934.92,543.96,
TRX-100774,2023-03-11,779,Chile,Santiago,Electrónica,Tablets,Prod_Tablets_19,7.0,201.83,144.76,1412.81,1013.32,Transferencia
TRX-112529,2023-03-11,608,Argentina,Rosario,Ropa,Infantil,Prod_Infantil_12,9.0,14.03,7.74,126.27,69.66,Efectivo
TRX-108343,2023-03-11,268,Argentina,,Electrónica,Celulares,Prod_Celulares_1,2.0,107.82,60.46,215.64,120.92,Débito
TRX-109720,2023-03-11,1662,Perú,Arequipa,Ropa,Infantil,Prod_Infantil_15,5.0,49.4,34.42,247.0,172.1,Crédito
TRX-104350,2023-03-11,219,Perú,Lima,Electrónica,Celulares,Prod_Celulares_15,4.0,100.72,75.49,402.88,301.96,Crédito
TRX-113671,2023-03-11,445,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_10,2.0,198.21,124.0,396.42,248.0,Débito
TRX-106620,2023-03-11,1823,Chile,Concepción,Ropa,Caballero,Prod_Caballero_13,8.0,69.35,37.98,554.8,303.84,Efectivo
TRX-104885,2023-03-11,1480,Perú,Arequipa,Electrónica,Celulares,Prod_Celulares_4,9.0,76.49,46.76,688.41,420.84,Efectivo
TRX-101166,2023-03-11,768,Perú,Arequipa,Ropa,Dama,Prod_Dama_13,8.0,41.83,22.06,334.64,176.48,efect
TRX-109700,2023-03-11,490,Argentina,Buenos Aires,Hogar,Muebles,Prod_Muebles_1,4.0,40.51,29.72,162.04,118.88,Débito
TRX-112820,2023-03-11,1931,Chile,Santiago,Ropa,Infantil,Prod_Infantil_10,1.0,49.54,36.56,49.54,36.56,Transferencia
TRX-110392,2023-03-11,170,Chile,Concepción,Ropa,Dama,Prod_Dama_16,4.0,67.78,34.65,271.12,138.6,Débito
TRX-103338,2023-03-11,1547,Chile,Concepción,Ropa,Infantil,Prod_Infantil_3,3.0,,16.65,85.02,49.95,Efectivo
TRX-108945,2023-03-11,1798,Perú,Arequipa,Electrónica,Tablets,Prod_Tablets_1,1.0,118.02,84.44,118.02,84.44,Efectivo
TRX-113741,2023-03-11,245,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_10,4.0,88.39,62.79,353.56,251.16,Transferencia
TRX-104360,2023-03-11,74,Chile,Valparaíso,Electrónica,Celulares,Prod_Celulares_6,7.0,161.85,103.24,1132.95,722.68,Crédito
TRX-113596,2023-03-11,1099,Perú,Lima,Electrónica,Accesorios,Prod_Accesorios_8,9.0,108.23,69.35,974.07,624.15,Débito
TRX-107975,2023-03-11,1138,Argentina,Buenos Aires,Electrónica,Tablets,Prod_Tablets_1,4.0,262.75,137.97,1051.0,551.88,Efectivo
TRX-107584,2023-03-11,900,Argentina,Córdoba,Electrónica,Tablets,Prod_Tablets_6,9.0,212.22,142.18,1909.98,1279.62,Efectivo
TRX-108225,2023-03-11,24,Chile,Concepción,Hogar,Iluminación,Prod_Iluminación_9,2.0,37.32,21.71,74.64,43.42,Transferencia
TRX-107528,2023-03-12,1903,Argentina,Córdoba,Hogar,Muebles,Prod_Muebles_16,,38.95,20.02,194.75,100.1,Crédito
TRX-108729,2023-03-12,1728,Chile,Concepción,Ropa,Calzado,Prod_Calzado_12,4.0,56.73,41.41,226.92,165.64,Transferencia
TRX-111512,2023-03-12,1672,Perú,,Hogar,Decoración,Prod_Decoración_2,5.0,14.32,8.26,71.6,41.3,Transferencia
TRX-105851,2023-03-12,527,Chile,Santiago,Ropa,Caballero,Prod_Caballero_6,2.0,41.96,28.5,83.92,57.0,Crédito
TRX-109361,2023-03-12,557,Perú,Trujillo,Hogar,Decoración,Prod_Decoración_6,4.0,57.57,42.45,230.28,169.8,Efectivo
TRX-113324,2023-03-12,1157,Chile,Santiago,Hogar,Decoración,Prod_Decoración_3,9.0,31.69,17.89,285.21,161.01,Crédito
TRX-111716,2023-03-12,1902,Chile,Valparaíso,Electrónica,Celulares,Prod_Celulares_19,6.0,111.16,56.77,666.96,340.62,Crédito
TRX-102692,2023-03-12,1148,Perú,Trujillo,Hogar,Iluminación,Prod_Iluminación_17,9.0,31.09,24.07,279.81,216.63,efectivo
TRX-103367,2023-03-12,703,CHL,Valparaíso,Hogar,Cocina,Prod_Cocina_11,3.0,50.8,36.56,152.4,109.68,Crédito
TRX-109153,2023-03-12,486,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_16,4.0,139.41,99.32,105018.5220249826,397.28,Transferencia
TRX-105713,2023-03-12,538,Perú,Arequipa,Ropa,Dama,Prod_Dama_6,7.0,53.39,30.25,373.73,211.75,Débito
TRX-114759,2023-03-12,484,Perú,Trujillo,Ropa,Dama,Prod_Dama_2,9.0,19.72,10.54,177.48,94.86,Crédito
TRX-108546,2023-03-12,178,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_16,1.0,34.16,22.2,34.16,22.2,Débito
TRX-105344,2023-03-12,1892,argentina,Rosario,Ropa,Infantil,Prod_Infantil_13,6.0,45.32,26.24,271.92,157.44,Transferencia
TRX-111897,2023-03-12,45,Perú,Arequipa,Ropa,Calzado,Prod_Calzado_9,6.0,37.82,23.93,226.92,143.58,Efectivo
TRX-106182,2023-03-12,388,Chile,Concepción,Ropa,Caballero,Prod_Caballero_10,8.0,16.79,10.37,134.32,82.96,Efectivo
TRX-106822,2023-03-12,854,Chile,Concepción,Electrónica,Celulares,Prod_Celulares_6,3.0,,93.58,422.52,280.74,DEBITO
TRX-114425,2023-03-12,44,Chile,Santiago,Electrónica,Celulares,Prod_Celulares_5,4.0,206.03,112.27,824.12,449.08,transferencia
TRX-114511,2023-03-12,1400,Chile,Valparaíso,Electrónica,Celulares,Prod_Celulares_1,7.0,161.65,121.7,1131.55,851.9,Crédito
TRX-110267,2023-03-12,1783,Perú,Trujillo,Ropa,Dama,Prod_Dama_15,1.0,48.29,26.84,48.29,26.84,Crédito
TRX-108563,2023-03-12,373,Perú,Trujillo,Electrónica,Tablets,Prod_Tablets_7,9.0,131.8,80.36,1186.2,723.24,
TRX-113787,2023-03-12,898,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_3,,40.67,20.87,203.35,104.35,Transferencia
TRX-107003,2023-03-12,1125,Chile,Santiago,Ropa,Calzado,Prod_Calzado_13,5.0,44.55,26.13,222.75,130.65,
TRX-108806,2023-03-12,828,Perú,Arequipa,Ropa,Calzado,Prod_Calzado_10,6.0,,16.64,151.56,99.84,Débito
TRX-112351,2023-03-12,207,Perú,Lima,Electrónica,Celulares,Prod_Celulares_11,6.0,141.54,101.96,849.24,611.76,Transferencia
TRX-114144,2023-03-12,570,Perú,Lima,Ropa,Calzado,Prod_Calzado_9,6.0,17.06,11.63,102.36,69.78,Transferencia
TRX-113704,2023-03-12,1963,Argentina,Buenos Aires,Hogar,Decoración,Prod_Decoración_15,1.0,21.03,10.95,21.03,10.95,Crédito
TRX-108371,2023-03-12,498,Perú,Lima,Hogar,Muebles,Prod_Muebles_4,7.0,,37.22,404.04,260.54,Crédito
TRX-105679,2023-03-13,1153,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_11,,55.3,37.32,110.6,74.64,Crédito
TRX-102728,2023-03-13,1186,Perú,Lima,Ropa,Caballero,Prod_Caballero_14,9.0,34.14,,307.26,202.68,Débito
TRX-108997,2023-03-13,670,Chile,Concepción,Electrónica,Celulares,Prod_Celulares_7,,134.7,71.42,1077.6,571.36,Efectivo
TRX-106322,2023-03-13,490,Perú,Lima,Hogar,Decoración,Prod_Decoración_1,,63.28,46.51,253.12,186.04,Débito
TRX-106725,2023-03-13,1886,Argentina,Córdoba,Hogar,Muebles,Prod_Muebles_10,6.0,52.62,39.21,315.72,235.26,Débito
TRX-106344,2023-03-13,994,Argentina,Córdoba,Ropa,Infantil,Prod_Infantil_3,1.0,34.11,26.11,34.11,26.11,Crédito
TRX-103296,2023-03-13,1414,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_8,7.0,199.15,102.87,1394.05,720.09,Efectivo
TRX-102165,2023-03-13,1495,Chile,Concepción,Ropa,Caballero,Prod_Caballero_12,1.0,35.8,,35.8,25.57,Crédito
TRX-106200,2023-03-13,199,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_10,7.0,212.45,156.6,1487.15,1096.2,Transferencia
TRX-106971,2023-03-13,1167,Perú,Arequipa,Ropa,Dama,Prod_Dama_1,7.0,35.15,22.32,246.05,156.24,Transferencia
TRX-110385,2023-03-13,1865,Perú,Lima,,Laptops,Prod_Laptops_18,7.0,220.84,174.88,1545.88,1224.16,Efectivo
TRX-100005,2023-03-13,1301,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_15,1.0,54.75,41.27,54.75,41.27,Débito
TRX-114676,2023-03-13,24,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_17,2.0,30.7,20.52,61.4,41.04,Débito
TRX-103673,2023-03-13,318,Perú,Trujillo,Hogar,Decoración,Prod_Decoración_16,6.0,42.21,29.26,253.26,175.56,Débito
TRX-110344,2023-03-13,1617,Argentina,Rosario,Hogar,Muebles,Prod_Muebles_16,6.0,26.69,13.77,160.14,82.62,Crédito
TRX-100947,2023-03-13,1979,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_7,9.0,192.02,135.52,1728.18,1219.68,Transferencia
TRX-106457,2023-03-13,499,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_10,7.0,39.46,25.23,276.22,176.61,Débito
TRX-113637,2023-03-13,1607,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_14,7.0,160.79,81.93,1125.53,573.51,Crédito
TRX-112586,2023-03-13,1830,Argentina,Córdoba,,Calzado,Prod_Calzado_11,8.0,,31.35,342.56,250.8,Crédito
TRX-104065,2023-03-13,584,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_18,7.0,199.93,101.98,1399.51,713.86,Crédito
TRX-112467,2023-03-13,38,Argentina,Buenos Aires,Ropa,Caballero,Prod_Caballero_14,4.0,33.67,25.52,134.68,102.08,Débito
TRX-109867,2023-03-13,14,Argentina,Rosario,Ropa,Dama,Prod_Dama_3,9.0,20.87,12.53,187.83,112.77,Transferencia
TRX-109730,2023-03-13,1467,Chile,Valparaíso,Ropa,Dama,Prod_Dama_2,7.0,50.68,,354.76,217.07,Débito
TRX-113015,2023-03-13,20,Perú,Lima,Electrónica,Celulares,Prod_Celulares_5,8.0,167.38,92.08,1339.04,736.64,Efectivo
TRX-103984,2023-03-13,1028,Perú,Arequipa,Electrónica,Celulares,Prod_Celulares_10,5.0,59.55,42.35,297.75,211.75,Crédito
TRX-109509,2023-03-13,1422,Perú,Lima,Ropa,Infantil,Prod_Infantil_5,5.0,32.48,25.47,162.4,127.35,Transferencia
TRX-114700,2023-03-13,1890,Chile,Santiago,,Celulares,Prod_Celulares_9,3.0,111.94,65.49,335.82,196.47,Débito
TRX-102206,2023-03-13,779,Argentina,Córdoba,Ropa,Calzado,Prod_Calzado_3,1.0,55.09,36.86,55.09,36.86,Efectivo
TRX-114778,2023-03-13,1679,Argentina,Córdoba,Electrónica,Tablets,Prod_Tablets_1,9.0,291.27,152.55,2621.43,1372.95,Crédito
TRX-113287,2023-03-13,199,Chile,Concepción,Electrónica,Tablets,Prod_Tablets_2,,241.01,191.49,2169.09,1723.41,Transf.
TRX-102211,2023-03-13,536,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_18,7.0,193.87,126.25,1357.09,883.75,Crédito
TRX-107317,2023-03-13,363,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_5,1.0,70.6,51.84,70.6,51.84,Efectivo
TRX-104473,2023-03-13,1728,Chile,Concepción,Ropa,Calzado,Prod_Calzado_6,4.0,32.06,18.99,128.24,75.96,Efectivo
TRX-114274,2023-03-13,1197,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_17,9.0,,38.07,536.76,342.63,credito
TRX-114720,2023-03-13,940,Chile,Valparaíso,,Cocina,Prod_Cocina_8,4.0,33.47,18.83,133.88,75.32,Débito
TRX-112035,2023-03-13,1553,Perú,Lima,Electrónica,Tablets,Prod_Tablets_15,3.0,69.45,36.81,208.35,110.43,
TRX-101906,2023-03-13,566,Chile,Concepción,Ropa,Caballero,Prod_Caballero_15,3.0,15.91,8.42,47.73,25.26,Efectivo
TRX-108109,2023-03-13,780,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_18,4.0,56.06,38.03,224.24,152.12,Crédito
TRX-102569,2023-03-14,325,Argentina,Buenos Aires,Hogar,Muebles,Prod_Muebles_15,2.0,34.47,20.65,68.94,41.3,Crédito
TRX-103877,2023-03-14,351,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_19,5.0,166.53,116.53,832.65,582.65,Transferencia
TRX-112634,2023-03-14,59,Perú,Arequipa,Ropa,Infantil,Prod_Infantil_5,3.0,42.19,23.55,126.57,70.65,Débito
TRX-101724,2023-03-14,1329,Perú,Arequipa,Ropa,Infantil,Prod_Infantil_3,3.0,47.63,24.28,142.89,72.84,Crédito
TRX-105192,2023-03-14,1721,Argentina,Buenos Aires,Electrónica,Celulares,Prod_Celulares_16,1.0,73.02,50.7,73.02,50.7,Transferencia
TRX-102575,2023-03-14,870,Argentina,Buenos Aires,Ropa,Caballero,Prod_Caballero_9,5.0,43.78,34.94,218.9,174.7,Crédito
TRX-101880,2023-03-14,1243,Chile,,Electrónica,Celulares,Prod_Celulares_8,2.0,112.25,58.13,224.5,116.26,Transferencia
TRX-107360,2023-03-14,1117,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_15,1.0,53.09,41.69,53.09,41.69,Crédito
TRX-102276,2023-03-14,541,Argentina,Córdoba,Hogar,Muebles,Prod_Muebles_4,2.0,29.95,15.85,59.9,31.7,Transferencia
TRX-112755,2023-03-14,16,Perú,Lima,ROPA,Calzado,Prod_Calzado_6,2.0,41.46,24.92,82.92,49.84,TRANSFERENCIA
TRX-102929,2023-03-14,1292,Chile,Santiago,Ropa,Caballero,Prod_Caballero_6,9.0,35.78,23.24,322.02,209.16,Efectivo
TRX-104164,2023-03-14,1137,Chile,Concepción,Ropa,Infantil,Prod_Infantil_18,3.0,26.16,15.2,78.48,45.6,Débito
TRX-106563,2023-03-14,180,Perú,Arequipa,Electrónica,Tablets,Prod_Tablets_10,3.0,140.58,85.88,421.74,257.64,Transferencia
TRX-110675,2023-03-14,506,Perú,Trujillo,Hogar,Cocina,Prod_Cocina_14,4.0,35.93,27.28,143.72,109.12,Transferencia
TRX-106655,2023-03-14,1755,Perú,Trujillo,Ropa,Infantil,Prod_Infantil_16,9.0,23.46,17.28,211.14,155.52,Crédito
TRX-113506,2023-03-14,109,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_5,2.0,45.73,33.66,91.46,67.32,Débito
TRX-112643,2023-03-14,1435,Chile,Concepción,Hogar,Muebles,Prod_Muebles_18,6.0,35.96,24.87,215.76,149.22,Transferencia
TRX-106150,2023-03-14,1381,Chile,Santiago,Ropa,Dama,Prod_Dama_11,1.0,39.05,29.79,39.05,29.79,Débito
TRX-114297,2023-03-14,1365,Chile,Valparaíso,Electrónica,Tablets,Prod_Tablets_1,2.0,154.05,88.19,308.1,176.38,Débito
TRX-108654,2023-03-14,1527,Chile,Santiago,Hogar,Decoración,Prod_Decoración_3,3.0,45.13,30.94,135.39,92.82,Transferencia
TRX-111819,2023-03-14,95,Perú,Trujillo,Hogar,Decoración,Prod_Decoración_18,2.0,42.51,29.76,85.02,59.52,Débito
TRX-107188,2023-03-14,1639,Argentina,Buenos Aires,Electrónica,Tablets,Prod_Tablets_3,3.0,146.41,93.85,439.23,281.55,Efectivo
TRX-105508,2023-03-14,809,Chile,Santiago,Ropa,Calzado,Prod_Calzado_9,2.0,20.89,14.24,41.78,28.48,Transferencia
TRX-105742,2023-03-14,612,Argentina,Córdoba,Ropa,Calzado,Prod_Calzado_7,,14.99,8.07,119.92,64.56,Crédito
TRX-112108,2023-03-14,1622,Chile,Concepción,Hogar,Muebles,Prod_Muebles_13,8.0,25.23,16.66,201.84,133.28,Transferencia
TRX-105449,2023-03-14,679,Perú,Arequipa,Ropa,Caballero,Prod_Caballero_10,8.0,28.66,19.74,229.28,157.92,Débito
TRX-112210,2023-03-14,271,Chile,Valparaíso,Electrónica,Accesorios,Prod_Accesorios_18,3.0,231.68,136.82,695.04,410.46,Efectivo
TRX-105423,2023-03-14,1617,Argentina,Rosario,Electrónica,Accesorios,Prod_Accesorios_2,2.0,223.67,165.37,447.34,330.74,Crédito
TRX-112512,2023-03-14,609,Perú,Arequipa,Electrónica,Accesorios,Prod_Accesorios_8,5.0,,111.94,1082.5,559.7,Transferencia
TRX-110115,2023-03-14,1703,Perú,Arequipa,Ropa,Caballero,Prod_Caballero_3,5.0,40.29,24.01,201.45,120.05,Débito
TRX-102800,2023-03-14,403,Chile,Valparaíso,Hogar,Iluminación,Prod_Iluminación_13,7.0,40.27,21.69,281.89,151.83,Efectivo
TRX-108039,2023-03-14,966,Chile,Santiago,Ropa,Infantil,Prod_Infantil_4,2.0,29.43,19.13,58.86,38.26,Efectivo
TRX-109967,2023-03-14,965,Chile,Santiago,Electrónica,Celulares,Prod_Celulares_18,7.0,105.14,62.6,735.98,438.2,Crédito
TRX-109943,2023-03-14,399,ARGENTINA,Buenos Aires,Hogar,Cocina,Prod_Cocina_2,1.0,61.56,48.01,61.56,48.01,Débito
TRX-101065,2023-03-14,1736,Argentina,Rosario,Hogar,Iluminación,Prod_Iluminación_12,5.0,22.76,11.85,113.8,59.25,Efectivo
TRX-105382,2023-03-14,1313,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_12,7.0,57.3,38.29,401.1,268.03,Crédito
TRX-112316,2023-03-14,26,Perú,Lima,Ropa,Calzado,Prod_Calzado_15,3.0,36.86,21.93,110.58,65.79,Débito
TRX-111299,2023-03-14,967,Perú,Lima,Electrónica,Celulares,Prod_Celulares_17,4.0,160.66,116.22,642.64,464.88,Transferencia
TRX-114246,2023-03-15,1444,Perú,Trujillo,Hogar,Cocina,Prod_Cocina_8,8.0,49.33,30.23,394.64,241.84,Débito
TRX-113189,2023-03-15,1874,Argentina,Buenos Aires,Hogar,Muebles,Prod_Muebles_6,5.0,50.02,38.08,250.1,190.4,Efectivo
TRX-103464,2023-03-15,513,Argentina,Rosario,Hogar,Iluminación,Prod_Iluminación_17,2.0,33.34,23.65,66.68,47.3,Efectivo
TRX-104533,2023-03-15,1396,Perú,,Electrónica,Tablets,Prod_Tablets_13,3.0,163.67,123.84,491.01,371.52,Transferencia
TRX-108038,2023-03-15,359,Argentina,Córdoba,Ropa,Caballero,Prod_Caballero_17,7.0,29.7,19.16,207.9,134.12,Efectivo
TRX-102688,2023-03-15,681,Perú,Arequipa,Ropa,Infantil,Prod_Infantil_4,2.0,20.0,14.01,40.0,28.02,Transferencia
TRX-114730,2023-03-15,750,Chile,Santiago,Electrónica,Celulares,Prod_Celulares_1,8.0,167.96,,1343.68,1013.92,Débito
TRX-106027,2023-03-15,1308,Chile,Concepción,Hogar,Iluminación,Prod_Iluminación_10,2.0,55.7,37.1,111.4,74.2,Crédito
TRX-112471,2023-03-15,176,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_4,8.0,19.93,15.62,159.44,124.96,Débito
TRX-108961,2023-03-15,1383,Argentina,Córdoba,Hogar,Iluminación,Prod_Iluminación_5,6.0,31.81,24.04,190.86,144.24,Efectivo
