,ID_Transaccion,Fecha,ID_Cliente,Pais,Ciudad,Categoria,Subcategoria,Producto,Cantidad,Precio_Unitario,Costo_Unitario,Venta_Total,Costo_Total,Metodo_Pago,Ganancia_Bruta,mes_texto,Total_Compras,Indice_Constancia
1998,TRX-109147,2023-03-16,195,Chile,Valparaíso,Hogar,Iluminación,Prod_Iluminación_18,3.0,36.93,25.29,110.79,75.87,Débito,34.92,03-Marzo,2,03-Ocasional
1999,TRX-101454,2023-03-16,1118,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_17,3.0,21.3,13.59,63.9,40.77,Transferencia,23.13,03-Marzo,7,02-Regular
2000,TRX-113616,2023-03-16,407,Chile,Concepción,Ropa,Calzado,Prod_Calzado_7,2.0,41.68,33.1,83.36,66.2,Efectivo,17.16,03-Marzo,4,02-Regular
2001,TRX-107069,2023-03-16,1979,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_11,4.0,17.13,12.85,68.52,51.4,Efectivo,17.12,03-Marzo,9,02-Regular
2002,TRX-112300,2023-03-16,1738,Argentina,Rosario,Electrónica,Tablets,Prod_Tablets_13,7.0,101.81,65.46,712.67,458.22,Crédito,254.45,03-Marzo,9,02-Regular
2003,TRX-104471,2023-03-16,1226,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_11,4.0,74.43,55.02,297.72,220.08,Efectivo,77.64,03-Marzo,13,01-Fiel (VIP)
2004,TRX-103778,2023-03-16,607,Chile,Santiago,Hogar,Decoración,Prod_Decoración_4,7.0,66.17,46.77,463.19,327.39,Crédito,135.8,03-Marzo,7,02-Regular
2005,TRX-101645,2023-03-16,1580,Chile,Valparaíso,Ropa,Caballero,Prod_Caballero_9,8.0,66.14,39.73,529.12,317.84,Débito,211.28,03-Marzo,3,03-Ocasional
2006,TRX-100344,2023-03-16,207,Perú,Sin Especificar,Electrónica,Laptops,Prod_Laptops_3,3.0,143.34,113.35,430.02,340.05,Efectivo,89.97,03-Marzo,7,02-Regular
2007,TRX-104180,2023-03-16,102,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_10,5.0,35.68,26.76,178.4,133.8,Crédito,44.6,03-Marzo,8,02-Regular
2008,TRX-107455,2023-03-16,975,Argentina,Córdoba,Ropa,Caballero,Prod_Caballero_13,4.0,33.93,19.09,135.72,76.36,Transferencia,59.36,03-Marzo,7,02-Regular
2009,TRX-104562,2023-03-16,1583,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_13,4.0,43.4,24.32,173.6,97.28,Crédito,76.32,03-Marzo,7,02-Regular
2010,TRX-111487,2023-03-16,1940,Chile,Valparaíso,Ropa,Dama,Prod_Dama_12,4.0,51.7,27.17,206.8,108.68,Débito,98.12,03-Marzo,7,02-Regular
2011,TRX-110038,2023-03-16,1016,Perú,Lima,Hogar,Decoración,Prod_Decoración_18,3.0,21.35,13.41,64.05,40.23,No Identificado,23.82,03-Marzo,4,02-Regular
2012,TRX-114215,2023-03-16,878,Chile,Concepción,Hogar,Muebles,Prod_Muebles_11,3.0,51.11,38.19,153.33,114.57,Débito,38.76,03-Marzo,12,01-Fiel (VIP)
2013,TRX-101190,2023-03-16,402,Argentina,Rosario,Electrónica,Tablets,Prod_Tablets_10,4.0,153.0,94.71,612.0,378.84,No Identificado,233.16,03-Marzo,5,02-Regular
2014,TRX-111773,2023-03-16,337,Perú,Arequipa,Ropa,Dama,Prod_Dama_18,1.0,52.24,31.52,52.24,31.52,Efectivo,20.72,03-Marzo,6,02-Regular
2015,TRX-108143,2023-03-16,853,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_10,4.0,74.26,55.87,297.04,223.48,Débito,73.56,03-Marzo,7,02-Regular
2016,TRX-103433,2023-03-16,876,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_8,4.0,10.98,8.55,43.92,34.2,Transferencia,9.72,03-Marzo,8,02-Regular
2017,TRX-109696,2023-03-16,1665,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_10,4.0,14.12,10.4,56.48,41.6,Crédito,14.88,03-Marzo,13,01-Fiel (VIP)
2018,TRX-106065,2023-03-16,244,Perú,Arequipa,Electrónica,Accesorios,Prod_Accesorios_12,1.0,115.73,77.16,115.73,77.16,Débito,38.57,03-Marzo,6,02-Regular
2019,TRX-100657,2023-03-16,1655,Chile,Concepción,Ropa,Calzado,Prod_Calzado_11,6.0,11.65,6.05,69.9,36.3,Transferencia,33.6,03-Marzo,5,02-Regular
2020,TRX-107790,2023-03-17,592,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_10,2.0,35.43,22.05,70.86,44.1,Débito,26.76,03-Marzo,4,02-Regular
2021,TRX-106355,2023-03-17,1449,Chile,Santiago,Electrónica,Celulares,Prod_Celulares_13,2.0,231.47,119.45,462.94,238.9,Transferencia,224.04,03-Marzo,7,02-Regular
2022,TRX-103396,2023-03-17,1830,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_19,3.0,51.32,33.14,153.96,99.42,Transferencia,54.54,03-Marzo,6,02-Regular
2023,TRX-113420,2023-03-17,860,Argentina,Rosario,Hogar,Iluminación,Prod_Iluminación_7,8.0,49.42,25.43,395.36,203.44,Efectivo,191.92,03-Marzo,4,02-Regular
2024,TRX-109852,2023-03-17,3,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_13,1.0,149.95,83.89,149.95,83.89,Débito,66.06,03-Marzo,5,02-Regular
2025,TRX-103605,2023-03-17,931,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_10,6.0,133.22,70.25,799.32,421.5,Crédito,377.82,03-Marzo,6,02-Regular
2026,TRX-100704,2023-03-17,1578,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_8,6.0,35.92,20.89,215.52,125.34,Transferencia,90.18,03-Marzo,5,02-Regular
2027,TRX-109267,2023-03-17,1303,Perú,Trujillo,Hogar,Iluminación,Prod_Iluminación_14,3.0,61.07,35.63,183.21,106.89,Transferencia,76.32,03-Marzo,7,02-Regular
2028,TRX-109482,2023-03-17,1076,Chile,Concepción,Ropa,Infantil,Prod_Infantil_13,3.0,23.41,18.34,70.23,55.02,No Identificado,15.21,03-Marzo,10,01-Fiel (VIP)
2029,TRX-103974,2023-03-17,1425,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_10,3.0,41.76,26.75,125.28,80.25,Transferencia,45.03,03-Marzo,9,02-Regular
2030,TRX-105624,2023-03-17,54,Perú,Trujillo,Hogar,Iluminación,Prod_Iluminación_4,7.0,64.83,37.09,453.81,259.63,Efectivo,194.18,03-Marzo,2,03-Ocasional
2031,TRX-103951,2023-03-17,1738,Argentina,Rosario,Hogar,Iluminación,Prod_Iluminación_18,2.0,37.16,20.65,74.32,41.3,Efectivo,33.02,03-Marzo,9,02-Regular
2032,TRX-109051,2023-03-17,962,Perú,Arequipa,Ropa,Calzado,Prod_Calzado_8,3.0,32.59,22.9,97.77,68.7,Efectivo,29.07,03-Marzo,6,02-Regular
2033,TRX-113792,2023-03-17,1117,Perú,Arequipa,Electrónica,Tablets,Prod_Tablets_17,3.0,166.98,100.09,500.94,300.27,Débito,200.67,03-Marzo,11,01-Fiel (VIP)
2034,TRX-100742,2023-03-17,1235,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_18,4.0,31.28,18.64,125.12,74.56,Transferencia,50.56,03-Marzo,5,02-Regular
2035,TRX-106997,2023-03-17,669,Perú,Arequipa,Electrónica,Accesorios,Prod_Accesorios_2,3.0,216.78,152.24,650.34,456.72,Débito,193.62,03-Marzo,10,01-Fiel (VIP)
2036,TRX-107189,2023-03-17,778,Perú,Sin Especificar,Hogar,Cocina,Prod_Cocina_9,8.0,58.45,46.03,467.6,368.24,Transferencia,99.36,03-Marzo,6,02-Regular
2037,TRX-113658,2023-03-17,924,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_2,8.0,16.49,12.16,131.92,97.28,Débito,34.64,03-Marzo,5,02-Regular
2038,TRX-106961,2023-03-17,221,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_11,2.0,13.83,9.69,27.66,19.38,Crédito,8.28,03-Marzo,7,02-Regular
2039,TRX-112212,2023-03-17,406,Perú,Lima,Ropa,Dama,Prod_Dama_17,1.0,28.18,14.38,28.18,14.38,Débito,13.8,03-Marzo,10,01-Fiel (VIP)
2040,TRX-101659,2023-03-17,1446,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_14,1.0,52.28,32.34,52.28,32.34,Débito,19.94,03-Marzo,9,02-Regular
2041,TRX-102550,2023-03-17,1109,Chile,Concepción,Ropa,Calzado,Prod_Calzado_9,5.0,25.71,18.92,128.55,94.6,Débito,33.95,03-Marzo,7,02-Regular
2042,TRX-112360,2023-03-17,237,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_17,9.0,37.43,28.14,336.87,253.26,No Identificado,83.61,03-Marzo,6,02-Regular
2043,TRX-102599,2023-03-17,479,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_9,6.0,53.38,42.18,320.28,253.08,Efectivo,67.2,03-Marzo,6,02-Regular
2044,TRX-108691,2023-03-17,26,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_9,5.0,23.96,16.51,119.8,82.55,Efectivo,37.25,03-Marzo,8,02-Regular
2045,TRX-100566,2023-03-17,234,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_5,6.0,31.2,19.53,187.2,117.18,Débito,70.02,03-Marzo,9,02-Regular
2046,TRX-114969,2023-03-17,1323,Chile,Santiago,Hogar,Cocina,Prod_Cocina_4,8.0,37.03,25.55,296.24,204.4,Débito,91.84,03-Marzo,6,02-Regular
2047,TRX-102233,2023-03-17,662,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_12,9.0,29.29,14.7,263.61,132.3,Transferencia,131.31,03-Marzo,5,02-Regular
2048,TRX-110520,2023-03-17,701,Argentina,Córdoba,Ropa,Caballero,Prod_Caballero_15,9.0,51.34,37.26,462.06,335.34,Crédito,126.72,03-Marzo,8,02-Regular
2049,TRX-105031,2023-03-17,356,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_13,4.0,31.32,17.44,125.28,69.76,Débito,55.52,03-Marzo,6,02-Regular
2050,TRX-101267,2023-03-17,1547,Perú,Trujillo,Electrónica,Tablets,Prod_Tablets_11,3.0,113.96,77.42,341.88,232.26,Débito,109.62,03-Marzo,7,02-Regular
2051,TRX-112656,2023-03-17,1042,Perú,Lima,Electrónica,Accesorios,Prod_Accesorios_8,1.0,153.29,117.45,153.29,117.45,Transferencia,35.84,03-Marzo,4,02-Regular
2052,TRX-106688,2023-03-17,619,Perú,Arequipa,Ropa,Calzado,Prod_Calzado_13,9.0,50.52,38.66,454.68,347.94,Débito,106.74,03-Marzo,7,02-Regular
2053,TRX-110627,2023-03-18,1853,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_11,4.0,12.45,8.32,49.8,33.28,Débito,16.52,03-Marzo,11,01-Fiel (VIP)
2054,TRX-111869,2023-03-18,1350,Chile,Concepción,Hogar,Iluminación,Prod_Iluminación_17,8.0,36.17,20.55,289.36,164.4,Efectivo,124.96,03-Marzo,9,02-Regular
2055,TRX-112110,2023-03-18,1270,Argentina,Córdoba,Ropa,Dama,Prod_Dama_11,5.0,14.8,9.84,74.0,49.2,Efectivo,24.8,03-Marzo,9,02-Regular
2056,TRX-106314,2023-03-18,895,Perú,Trujillo,Hogar,Decoración,Prod_Decoración_13,3.0,37.77,22.47,113.31,67.41,Débito,45.9,03-Marzo,2,03-Ocasional
2057,TRX-114865,2023-03-18,1753,Argentina,Buenos Aires,Electrónica,Tablets,Prod_Tablets_13,2.0,139.64,99.08,279.28,198.16,Efectivo,81.12,03-Marzo,6,02-Regular
2058,TRX-113518,2023-03-18,469,Perú,Arequipa,Electrónica,Tablets,Prod_Tablets_5,9.0,91.14,66.79,820.26,601.11,Débito,219.15,03-Marzo,3,03-Ocasional
2059,TRX-114781,2023-03-18,311,Argentina,Rosario,Electrónica,Tablets,Prod_Tablets_5,5.0,95.94,60.9,479.7,304.5,Débito,175.2,03-Marzo,4,02-Regular
2060,TRX-113533,2023-03-18,1448,Perú,Lima,Electrónica,Accesorios,Prod_Accesorios_1,2.0,146.39,89.63,292.78,179.26,Débito,113.52,03-Marzo,9,02-Regular
2061,TRX-107692,2023-03-18,1883,Perú,Lima,Electrónica,Laptops,Prod_Laptops_6,5.0,178.42,139.91,892.1,699.55,Crédito,192.55,03-Marzo,6,02-Regular
2062,TRX-107388,2023-03-18,307,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_1,5.0,44.6,34.1,223.0,170.5,Débito,52.5,03-Marzo,12,01-Fiel (VIP)
2063,TRX-114957,2023-03-18,1138,Chile,Concepción,Ropa,Calzado,Prod_Calzado_17,9.0,45.45,34.39,409.05,309.51,Transferencia,99.54,03-Marzo,7,02-Regular
2064,TRX-102577,2023-03-18,1490,Argentina,Córdoba,Electrónica,Celulares,Prod_Celulares_12,5.0,128.75,84.23,643.75,421.15,Crédito,222.6,03-Marzo,9,02-Regular
2065,TRX-113568,2023-03-18,1349,Chile,Concepción,Ropa,Calzado,Prod_Calzado_13,6.0,53.48,38.35,320.88,230.1,Transferencia,90.78,03-Marzo,7,02-Regular
2066,TRX-102766,2023-03-18,311,Perú,Trujillo,Hogar,Iluminación,Prod_Iluminación_19,2.0,40.1,27.92,80.2,55.84,Transferencia,24.36,03-Marzo,4,02-Regular
2067,TRX-113585,2023-03-18,1873,Perú,Lima,Hogar,Muebles,Prod_Muebles_12,1.0,24.91,14.21,24.91,14.21,Transferencia,10.7,03-Marzo,5,02-Regular
2068,TRX-113191,2023-03-18,1327,Perú,Lima,Ropa,Calzado,Prod_Calzado_11,6.0,21.78,11.89,130.68,71.34,Débito,59.34,03-Marzo,7,02-Regular
2069,TRX-107903,2023-03-18,1394,Perú,Trujillo,Ropa,Infantil,Prod_Infantil_16,6.0,35.01,24.48,210.06,146.88,Crédito,63.18,03-Marzo,10,01-Fiel (VIP)
2070,TRX-112227,2023-03-18,807,Perú,Lima,Hogar,Cocina,Prod_Cocina_19,2.0,20.92,13.41,41.84,26.82,Débito,15.02,03-Marzo,5,02-Regular
2071,TRX-105497,2023-03-18,848,Argentina,Rosario,Ropa,Dama,Prod_Dama_15,2.0,40.0,25.67,80.0,51.34,Débito,28.66,03-Marzo,8,02-Regular
2072,TRX-114794,2023-03-18,514,Perú,Lima,Ropa,Caballero,Prod_Caballero_1,8.0,42.74,22.43,341.92,179.44,Transferencia,162.48,03-Marzo,4,02-Regular
2073,TRX-112214,2023-03-18,1281,Argentina,Rosario,Ropa,Dama,Prod_Dama_3,2.0,45.82,23.55,91.64,47.1,Efectivo,44.54,03-Marzo,12,01-Fiel (VIP)
2074,TRX-107869,2023-03-18,1424,Chile,Valparaíso,Hogar,Iluminación,Prod_Iluminación_9,2.0,68.33,53.23,136.66,106.46,Débito,30.2,03-Marzo,8,02-Regular
2075,TRX-102045,2023-03-18,114,Perú,Lima,Ropa,Infantil,Prod_Infantil_8,5.0,26.69,16.21,133.45,81.05,Transferencia,52.4,03-Marzo,6,02-Regular
2076,TRX-114060,2023-03-18,623,Argentina,Córdoba,Ropa,Calzado,Prod_Calzado_19,8.0,50.1,32.91,400.8,263.28,Efectivo,137.52,03-Marzo,4,02-Regular
2077,TRX-107076,2023-03-18,1723,Chile,Valparaíso,Electrónica,Accesorios,Prod_Accesorios_7,1.0,159.39,121.62,159.39,121.62,Efectivo,37.77,03-Marzo,6,02-Regular
2078,TRX-102680,2023-03-18,936,Argentina,Buenos Aires,Hogar,Muebles,Prod_Muebles_12,2.0,45.37,23.82,90.74,47.64,Débito,43.1,03-Marzo,7,02-Regular
2079,TRX-102254,2023-03-18,1872,Argentina,Córdoba,Electrónica,Laptops,Prod_Laptops_16,3.0,77.61,61.45,232.83,184.35,Efectivo,48.48,03-Marzo,6,02-Regular
2080,TRX-104266,2023-03-18,1894,Perú,Arequipa,Electrónica,Celulares,Prod_Celulares_12,5.0,130.52,86.02,652.6,430.1,Transferencia,222.5,03-Marzo,2,03-Ocasional
2081,TRX-110668,2023-03-18,857,Chile,Santiago,Ropa,Calzado,Prod_Calzado_10,8.0,60.82,40.69,486.56,325.52,Transferencia,161.04,03-Marzo,1,03-Ocasional
2082,TRX-111496,2023-03-18,687,Argentina,Rosario,Hogar,Decoración,Prod_Decoración_10,7.0,34.39,19.2,240.73,134.4,Efectivo,106.33,03-Marzo,6,02-Regular
2083,TRX-111604,2023-03-18,1802,Chile,Concepción,Electrónica,Accesorios,Prod_Accesorios_17,4.0,230.56,179.18,922.24,716.72,Efectivo,205.52,03-Marzo,7,02-Regular
2084,TRX-105222,2023-03-19,78,Chile,Concepción,Hogar,Decoración,Prod_Decoración_15,9.0,35.6,19.17,320.4,172.53,Efectivo,147.87,03-Marzo,4,02-Regular
2085,TRX-103431,2023-03-19,1482,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_11,1.0,28.24,18.0,28.24,18.0,Efectivo,10.24,03-Marzo,5,02-Regular
2086,TRX-103184,2023-03-19,1593,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_8,8.0,28.86,15.5,230.88,124.0,Débito,106.88,03-Marzo,4,02-Regular
2087,TRX-101289,2023-03-19,888,Perú,Arequipa,Electrónica,Celulares,Prod_Celulares_17,5.0,109.33,60.12,546.65,300.6,Transferencia,246.05,03-Marzo,6,02-Regular
2088,TRX-114114,2023-03-19,342,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_4,8.0,50.04,36.43,400.32,291.44,Transferencia,108.88,03-Marzo,8,02-Regular
2089,TRX-107209,2023-03-19,1478,Argentina,Córdoba,Ropa,Dama,Prod_Dama_4,1.0,37.27,22.15,37.27,22.15,Débito,15.12,03-Marzo,11,01-Fiel (VIP)
2090,TRX-100933,2023-03-19,1079,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_15,9.0,47.25,27.76,425.25,249.84,Crédito,175.41,03-Marzo,9,02-Regular
2091,TRX-108481,2023-03-19,683,Chile,Santiago,Hogar,Cocina,Prod_Cocina_13,1.0,10.29,7.43,10.29,7.43,Transferencia,2.86,03-Marzo,6,02-Regular
2092,TRX-101515,2023-03-19,1341,Perú,Arequipa,Hogar,Decoración,Prod_Decoración_19,5.0,43.47,27.08,217.35,135.4,Débito,81.95,03-Marzo,5,02-Regular
2093,TRX-106718,2023-03-19,587,Perú,Arequipa,Ropa,Dama,Prod_Dama_9,5.0,51.39,36.84,256.95,184.2,Débito,72.75,03-Marzo,7,02-Regular
2094,TRX-112627,2023-03-19,1357,Chile,Santiago,Hogar,Muebles,Prod_Muebles_2,5.0,23.8,14.97,119.0,74.85,Crédito,44.15,03-Marzo,6,02-Regular
2095,TRX-109146,2023-03-19,324,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_6,3.0,63.67,43.73,191.01,131.19,Débito,59.82,03-Marzo,12,01-Fiel (VIP)
2096,TRX-113571,2023-03-19,1418,Perú,Arequipa,Electrónica,Laptops,Prod_Laptops_16,9.0,55.79,43.02,502.11,387.18,Efectivo,114.93,03-Marzo,4,02-Regular
2097,TRX-104863,2023-03-19,1127,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_4,9.0,39.32,29.39,353.88,264.51,Crédito,89.37,03-Marzo,13,01-Fiel (VIP)
2098,TRX-101094,2023-03-19,907,Chile,Concepción,Hogar,Cocina,Prod_Cocina_15,4.0,37.12,24.32,148.48,97.28,Débito,51.2,03-Marzo,6,02-Regular
2099,TRX-101061,2023-03-19,103,Chile,Santiago,Hogar,Muebles,Prod_Muebles_5,6.0,17.09,10.09,102.54,60.54,Transferencia,42.0,03-Marzo,9,02-Regular
2100,TRX-110835,2023-03-19,1055,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_11,2.0,174.67,138.24,349.34,276.48,Débito,72.86,03-Marzo,5,02-Regular
2101,TRX-108757,2023-03-19,552,Perú,Trujillo,Hogar,Decoración,Prod_Decoración_9,6.0,40.77,25.54,244.62,153.24,Débito,91.38,03-Marzo,11,01-Fiel (VIP)
2102,TRX-111000,2023-03-19,1240,Chile,Valparaíso,Electrónica,Tablets,Prod_Tablets_17,7.0,123.1,93.67,861.7,655.69,Transferencia,206.01,03-Marzo,4,02-Regular
2103,TRX-108788,2023-03-19,313,Perú,Arequipa,Hogar,Decoración,Prod_Decoración_6,9.0,53.8,31.13,484.2,280.17,Débito,204.03,03-Marzo,8,02-Regular
2104,TRX-109584,2023-03-19,1617,Perú,Lima,Ropa,Caballero,Prod_Caballero_12,8.0,38.4,21.86,307.2,174.88,Efectivo,132.32,03-Marzo,19,01-Fiel (VIP)
2105,TRX-102765,2023-03-19,222,Argentina,Buenos Aires,Hogar,Cocina,Prod_Cocina_8,9.0,47.59,29.02,428.31,261.18,Transferencia,167.13,03-Marzo,9,02-Regular
2106,TRX-103121,2023-03-20,554,Perú,Trujillo,Ropa,Infantil,Prod_Infantil_6,9.0,31.96,20.96,287.64,188.64,Efectivo,99.0,03-Marzo,9,02-Regular
2107,TRX-111592,2023-03-20,1803,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_19,1.0,47.72,36.51,47.72,36.51,Débito,11.21,03-Marzo,7,02-Regular
2108,TRX-108009,2023-03-20,42,Argentina,Buenos Aires,Hogar,Decoración,Prod_Decoración_11,2.0,41.24,25.08,82.48,50.16,Transferencia,32.32,03-Marzo,7,02-Regular
2109,TRX-108770,2023-03-20,1873,Argentina,Córdoba,Hogar,Iluminación,Prod_Iluminación_9,7.0,35.08,24.04,245.56,168.28,No Identificado,77.28,03-Marzo,5,02-Regular
2110,TRX-111657,2023-03-20,1725,Argentina,Córdoba,Ropa,Infantil,Prod_Infantil_17,9.0,39.32,22.21,353.88,199.89,Crédito,153.99,03-Marzo,9,02-Regular
2111,TRX-113983,2023-03-20,1569,Perú,Arequipa,Ropa,Dama,Prod_Dama_11,1.0,44.14,27.9,44.14,27.9,Crédito,16.24,03-Marzo,7,02-Regular
2112,TRX-102966,2023-03-20,1333,Perú,Arequipa,Electrónica,Tablets,Prod_Tablets_14,2.0,187.37,112.91,374.74,225.82,Transferencia,148.92,03-Marzo,9,02-Regular
2113,TRX-111298,2023-03-20,1961,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_6,2.0,9.06,5.48,18.12,10.96,Efectivo,7.16,03-Marzo,9,02-Regular
2114,TRX-104788,2023-03-20,1213,Perú,Lima,Ropa,Infantil,Prod_Infantil_18,8.0,45.78,34.7,366.24,277.6,Crédito,88.64,03-Marzo,7,02-Regular
2115,TRX-110053,2023-03-20,1920,Chile,Concepción,Ropa,Dama,Prod_Dama_12,9.0,70.45,54.86,634.05,493.74,Efectivo,140.31,03-Marzo,9,02-Regular
2116,TRX-109747,2023-03-20,509,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_6,2.0,49.68,39.23,99.36,78.46,No Identificado,20.9,03-Marzo,7,02-Regular
2117,TRX-113104,2023-03-20,1888,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_9,9.0,71.29,43.55,641.61,391.95,Débito,249.66,03-Marzo,3,03-Ocasional
2118,TRX-108224,2023-03-20,506,Perú,Lima,Ropa,Calzado,Prod_Calzado_10,1.0,62.9,34.43,62.9,34.43,Transferencia,28.47,03-Marzo,8,02-Regular
2119,TRX-103050,2023-03-20,1806,Perú,Arequipa,Ropa,Dama,Prod_Dama_16,3.0,40.35,29.16,121.05,87.48,Efectivo,33.57,03-Marzo,3,03-Ocasional
2120,TRX-108669,2023-03-20,1904,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_15,7.0,61.92,35.32,433.44,247.24,Crédito,186.2,03-Marzo,11,01-Fiel (VIP)
2121,TRX-103632,2023-03-20,927,Perú,Lima,Electrónica,Tablets,Prod_Tablets_11,6.0,144.65,101.91,867.9,611.46,Efectivo,256.44,03-Marzo,4,02-Regular
2122,TRX-112626,2023-03-20,1638,Argentina,Buenos Aires,Electrónica,Accesorios,Prod_Accesorios_1,3.0,178.59,104.28,535.77,312.84,Crédito,222.93,03-Marzo,8,02-Regular
2123,TRX-105309,2023-03-20,1646,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_17,3.0,121.25,88.79,363.75,266.37,Crédito,97.38,03-Marzo,9,02-Regular
2124,TRX-110651,2023-03-20,459,Chile,Santiago,Electrónica,Tablets,Prod_Tablets_1,3.0,73.68,47.49,221.04,142.47,Efectivo,78.57,03-Marzo,12,01-Fiel (VIP)
2125,TRX-110415,2023-03-20,1279,Chile,Valparaíso,Electrónica,Tablets,Prod_Tablets_8,2.0,167.58,106.94,335.16,213.88,Transferencia,121.28,03-Marzo,6,02-Regular
2126,TRX-112744,2023-03-20,1254,Chile,Santiago,Ropa,Caballero,Prod_Caballero_19,6.0,22.49,14.39,134.94,86.34,Efectivo,48.6,03-Marzo,10,01-Fiel (VIP)
2127,TRX-108232,2023-03-20,980,Argentina,Córdoba,Hogar,Iluminación,Prod_Iluminación_9,2.0,42.41,25.17,84.82,50.34,Efectivo,34.48,03-Marzo,6,02-Regular
2128,TRX-108537,2023-03-20,358,Argentina,Córdoba,Ropa,Caballero,Prod_Caballero_16,6.0,40.5,23.19,243.0,139.14,Efectivo,103.86,03-Marzo,7,02-Regular
2129,TRX-105397,2023-03-20,205,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_15,2.0,7.36,5.38,14.72,10.76,Transferencia,3.96,03-Marzo,6,02-Regular
2130,TRX-108249,2023-03-20,1034,Chile,Concepción,Ropa,Caballero,Prod_Caballero_9,9.0,59.8,40.52,538.2,364.68,Transferencia,173.52,03-Marzo,7,02-Regular
2131,TRX-111110,2023-03-20,780,Perú,Lima,Hogar,Muebles,Prod_Muebles_18,8.0,50.49,29.75,403.92,238.0,Efectivo,165.92,03-Marzo,5,02-Regular
2132,TRX-102110,2023-03-20,1080,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_3,9.0,47.23,35.4,425.07,318.6,Débito,106.47,03-Marzo,6,02-Regular
2133,TRX-104566,2023-03-20,286,Perú,Trujillo,Hogar,Iluminación,Prod_Iluminación_16,7.0,52.44,38.02,367.08,266.14,Efectivo,100.94,03-Marzo,7,02-Regular
2134,TRX-108361,2023-03-20,58,Perú,Trujillo,Electrónica,Tablets,Prod_Tablets_4,8.0,117.76,70.71,942.08,565.68,Crédito,376.4,03-Marzo,4,02-Regular
2135,TRX-106970,2023-03-20,1700,Chile,Concepción,Electrónica,Tablets,Prod_Tablets_6,6.0,129.89,99.22,779.34,595.32,Efectivo,184.02,03-Marzo,11,01-Fiel (VIP)
2136,TRX-112953,2023-03-21,1127,Argentina,Córdoba,Hogar,Muebles,Prod_Muebles_19,5.0,44.36,28.21,221.8,141.05,Débito,80.75,03-Marzo,13,01-Fiel (VIP)
2137,TRX-107836,2023-03-21,116,Perú,Sin Especificar,Hogar,Decoración,Prod_Decoración_12,9.0,35.7,23.48,321.3,211.32,Crédito,109.98,03-Marzo,6,02-Regular
2138,TRX-110074,2023-03-21,18,Perú,Trujillo,Ropa,Caballero,Prod_Caballero_17,3.0,40.46,25.04,121.38,75.12,Transferencia,46.26,03-Marzo,7,02-Regular
2139,TRX-101758,2023-03-21,451,Perú,Sin Especificar,Hogar,Muebles,Prod_Muebles_8,4.0,48.62,37.97,194.48,151.88,Crédito,42.6,03-Marzo,6,02-Regular
2140,TRX-109251,2023-03-21,236,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_2,7.0,45.14,35.28,315.98,246.96,Efectivo,69.02,03-Marzo,10,01-Fiel (VIP)
